"laufindexFolge";"id";"questionNumber";"typ";"fragetextAktuellerBeruf";"fragetextVergangenerBeruf";"antwort.pos";"antwort.text";"antwort.kldb";"antwort.isco";"followUp"
843;"5219";1;"";"";"";"4";"ein abgeschlossenes Masterstudium im Bereich Design und Mediendesign oder eines vergleichbaren Fachs";"23224";"2166";NA
844;"5222";1;"anforderungsniveau";"Welche Art von Ausbildung ist für Ihre Tätigkeit in der Regel erforderlich?";"Welche Art von Ausbildung war für diese Tätigkeit in der Regel erforderlich?";"";"";"";"";""
845;"5222";1;"";"";"";"1";"eine abgeschlossene Berufsausbildung";"23212";"7321";NA
846;"5222";1;"";"";"";"2";"eine vertiefende berufliche Weiterbildung mit Mindestdauer von 18 Monaten";"23213";"7321";NA
847;"5222";1;"";"";"";"3";"ein abgeschlossenes Bachelorstudium";"23213";"7321";NA
848;"5224";1;"aufsicht";"Sind Sie befugt strategische Entscheidungen zu treffen, z.B. zur Einführung neuer Verfahren, zu finanziellen Investitionen oder zur Einstellung und Entlassung von Personal?";"Waren Sie befugt strategische Entscheidungen zu treffen, z.B. zur Einführung neuer Verfahren, zu finanziellen Investitionen oder zur Einstellung und Entlassung von Personal?";"";"";"";"";""
849;"5224";1;"";"";"";"1";"Ja";"23294";"1222";NA
850;"5224";1;"";"";"";"2";"Nein";"23293";"2166";NA
851;"5226";1;"anforderungsniveau";"Mussten Sie für diese Tätigkeit neues Wissen lernen?";"Mussten Sie für diese Tätigkeit neues Wissen lernen?";"";"";"";"";""
852;"5226";1;"";"";"";"1";"Ja";"54112";"9112";NA
853;"5226";1;"";"";"";"2";"Nein";"54101";"9112";NA
854;"5234";1;"anforderungsniveau";"Ist für Ihre Tätigkeit in der Regel eine abgeschlossene Berufsausbildung im Bereich Druck erforderlich?";"War für diese Tätigkeit in der Regel eine abgeschlossene Berufsausbildung im Bereich Druck erforderlich?";"";"";"";"";""
855;"5234";1;"";"";"";"1";"Ja";"23412";"7322";NA
856;"5234";1;"";"";"";"2";"Nein";"23411";"9329";NA
857;"5246";1;"spezialisierung";"Arbeiten Sie hauptsächlich an Projekten im Hochbau, im Tiefbau oder an Projekten im Hoch- und Tiefbau gleichermaßen?";"Haben Sie hauptsächlich an Projekten im Hochbau, im Tiefbau oder an Projekten im Hoch- und Tiefbau gleichermaßen gearbeitet?";"";"";"";"";""
858;"5246";1;"";"";"";"1";"Verkehrswege und Verkehrsanlagen planen";"31134";"2164";NA
859;"5246";1;"";"";"";"2";"wasserwirtschaftliche Anlagen planen";"31144";"2142";NA
860;"5246";1;"";"";"";"3";"im Hochbau Bauarbeiten an Gebäuden planen und überwachen";"32104";"2142";NA
861;"5246";1;"";"";"";"4";"im Tiefbau Bauarbeiten an Straßen überwachen";"32224";"2142";NA
862;"5246";1;"";"";"";"5";"im Tiefbau Bauarbeiten an Wasserstraßen und Wasserbauwerken überwachen";"32264";"2142";NA
863;"5246";1;"";"";"";"6";"im Tiefbau Bauarbeiten verschiedener Art überwachen";"32204";"2142";NA
864;"5246";1;"";"";"";"7";"im Hoch- und Tiefbau Bauarbeiten verschiedener Art planen und überwachen";"31104";"2142";NA
865;"5257";1;"aufsicht";"Sind Sie befugt strategische Entscheidungen zu treffen, z.B. zur Einführung neuer Verfahren, zu finanziellen Investitionen in das eigene Unternehmen oder zur Einstellung und Entlassung von Personal?";"Waren Sie befugt strategische Entscheidungen zu treffen, z.B. zur Einführung neuer Verfahren, zu finanziellen Investitionen in das eigene Unternehmen oder zur Einstellung und Entlassung von Personal?";"";"";"";"";""
866;"5257";1;"";"";"";"1";"Ja";"31194";"1323";NA
867;"5257";1;"";"";"";"2";"Nein";"31193";"3123";NA
868;"5260";1;"anforderungsniveau";"Welche Art von Ausbildung ist für Ihre Tätigkeit in der Regel erforderlich?";"Welche Art von Ausbildung war für diese Tätigkeit in der Regel erforderlich?";"";"";"";"";""
869;"5260";1;"";"";"";"1";"eine abgeschlossene Berufsausbildung";"31212";"3112";NA
870;"5260";1;"";"";"";"2";"eine berufliche Weiterbildung";"31213";"3112";NA
871;"5260";1;"";"";"";"3";"ein abgeschlossenes Bachelorstudium";"31213";"3112";NA
872;"5260";1;"";"";"";"4";"ein abgeschlossenes Masterstudium";"31214";"2165";NA
873;"5261";1;"anforderungsniveau";"Welche Art von Ausbildung ist für Ihre Tätigkeit in der Regel erforderlich?";"Welche Art von Ausbildung war für diese Tätigkeit in der Regel erforderlich?";"";"";"";"";""
874;"5261";1;"";"";"";"1";"eine abgeschlossene Berufsausbildung";"31222";"3118";NA
875;"5261";1;"";"";"";"2";"eine berufliche Weiterbildung";"31223";"3118";NA
876;"5261";1;"";"";"";"3";"ein abgeschlossenes Bachelorstudium";"31223";"3118";NA
877;"5261";1;"";"";"";"4";"ein abgeschlossenes Masterstudium";"31224";"2165";NA
878;"5262";1;"aufsicht";"Gehört es zu Ihren beruflichen Aufgaben, die Arbeit anderer Arbeitnehmer zu beaufsichtigen oder ihnen zu sagen, was sie tun müssen?";"Hat es zu Ihren beruflichen Aufgaben gehört, die Arbeit anderer Arbeitnehmer zu beaufsichtigen oder ihnen zu sagen, was sie tun müssen?";"";"";"";"";""
879;"5262";1;"";"";"";"1";"Ja";"32193";"3123";NA
880;"5262";1;"";"";"";"2";"Nein";"32122";"7112";NA
881;"5282";1;"sonstige";"Ist Ihre Tätigkeit hauptsächlich körperliche Arbeit unter Verwendung von Baumaschinen oder beschäftigen Sie sich hauptsächlich mit der Planung und Koordination von Baumaßnahmen?";"War Ihre Tätigkeit hauptsächlich körperliche Arbeit unter Verwendung von Baumaschinen oder haben Sie sich hauptsächlich mit der Planung und Koordination von Baumaßnahmen beschäftigt?";"";"";"";"";""
882;"5282";1;"";"";"";"1";"körperliche Arbeit unter Verwendung von Maschinen";"32112";"7114";NA
883;"5282";1;"";"";"";"2";"Planung und Koordination der Baumaßnahmen";"32113";"3112";NA
884;"5292";1;"aufsicht";"Gehört es zu Ihren beruflichen Aufgaben, die Arbeit anderer Arbeitnehmer zu beaufsichtigen oder ihnen zu sagen, was sie tun müssen?";"Hat es zu Ihren beruflichen Aufgaben gehört, die Arbeit anderer Arbeitnehmer zu beaufsichtigen oder ihnen zu sagen, was sie tun müssen?";"";"";"";"";""
885;"5292";1;"";"";"";"1";"Ja";"33393";"3123";NA
886;"5292";1;"";"";"";"2";"Nein";"33322";"7115";NA
887;"5293";1;"aufsicht";"Gehört es zu Ihren beruflichen Aufgaben, die Arbeit anderer Arbeitnehmer zu beaufsichtigen oder ihnen zu sagen, was sie tun müssen?";"Hat es zu Ihren beruflichen Aufgaben gehört, die Arbeit anderer Arbeitnehmer zu beaufsichtigen oder ihnen zu sagen, was sie tun müssen?";"";"";"";"";""
888;"5293";1;"";"";"";"1";"Ja";"33393";"3123";NA
889;"5293";1;"";"";"";"2";"Nein";"33332";"7115";NA
890;"5294";1;"aufsicht";"Gehört es zu Ihren beruflichen Aufgaben, die Arbeit anderer Arbeitnehmer zu beaufsichtigen oder ihnen zu sagen, was sie tun müssen?";"Hat es zu Ihren beruflichen Aufgaben gehört, die Arbeit anderer Arbeitnehmer zu beaufsichtigen oder ihnen zu sagen, was sie tun müssen?";"";"";"";"";""
891;"5294";1;"";"";"";"1";"Ja";"34293";"3123";NA
892;"5294";1;"";"";"";"2";"Nein";"34232";"7127";NA
893;"5297";1;"aufsicht";"Gehört es zu Ihren beruflichen Aufgaben, die Arbeit anderer Arbeitnehmer zu beaufsichtigen oder ihnen zu sagen, was sie tun müssen?";"Hat es zu Ihren beruflichen Aufgaben gehört, die Arbeit anderer Arbeitnehmer zu beaufsichtigen oder ihnen zu sagen, was sie tun müssen?";"";"";"";"";""
894;"5297";1;"";"";"";"1";"Ja";"34293";"3123";"FALSE"
895;"5297";1;"";"";"";"2";"Nein";"34212";"7126";NA
896;"5297";2;"anforderungsniveau";"Welche Art von Ausbildung ist für Ihre Tätigkeit in der Regel erforderlich?";"Welche Art von Ausbildung war für diese Tätigkeit in der Regel erforderlich?";"";"";"";"";""
897;"5297";2;"";"";"";"1";"eine kurze Anlernphase";"34201";"9313";NA
898;"5297";2;"";"";"";"2";"eine abgeschlossene Berufsausbildung im Bereich Sanitär-, Heizungs- und Klimatechnik";"34212";"7126";NA
899;"5297";2;"";"";"";"3";"eine vertiefende berufliche Weiterbildung mit einer Mindestdauer von 18 Monaten";"34213";"3112";NA
900;"5297";2;"";"";"";"4";"ein abgeschlossenes Bachelorstudium";"34213";"3112";NA
901;"5298";1;"anforderungsniveau";"Ist für Ihre Tätigkeit in der Regel eine abgeschlossene Berufsausbildung als Bodenleger/in erforderlich?";"War für diese Tätigkeit in der Regel eine abgeschlossene Berufsausbildung als Bodenleger/in erforderlich?";"";"";"";"";""
902;"5298";1;"";"";"";"1";"Ja";"33102";"7122";NA
903;"5298";1;"";"";"";"2";"Nein";"33101";"9313";NA
904;"5316";1;"aufsicht";"Gehört es zu Ihren beruflichen Aufgaben, die Arbeit anderer Arbeitnehmer zu beaufsichtigen oder ihnen zu sagen, was sie tun müssen?";"Hat es zu Ihren beruflichen Aufgaben gehört, die Arbeit anderer Arbeitnehmer zu beaufsichtigen oder ihnen zu sagen, was sie tun müssen?";"";"";"";"";""
905;"5316";1;"";"";"";"1";"Ja";"33393";"3123";"FALSE"
906;"5316";1;"";"";"";"2";"Nein";"33302";"7123";NA
907;"5316";2;"anforderungsniveau";"Ist für Ihre Tätigkeit in der Regel eine abgeschlossene Berufsausbildung im Bereich Trockenbau erforderlich?";"War für diese Tätigkeit in der Regel eine abgeschlossene Berufsausbildung im Bereich Trockenbau erforderlich?";"";"";"";"";""
908;"5316";2;"";"";"";"1";"Ja";"33302";"7123";NA
909;"5316";2;"";"";"";"2";"Nein";"33301";"9313";NA
910;"5317";1;"aufsicht";"Gehört es zu Ihren beruflichen Aufgaben, die Arbeit anderer Arbeitnehmer zu beaufsichtigen oder ihnen zu sagen, was sie tun müssen?";"Hat es zu Ihren beruflichen Aufgaben gehört, die Arbeit anderer Arbeitnehmer zu beaufsichtigen oder ihnen zu sagen, was sie tun müssen?";"";"";"";"";""
911;"5317";1;"";"";"";"1";"Ja";"33393";"3123";NA
912;"5317";1;"";"";"";"2";"Nein";"33303";"3112";NA
913;"5318";1;"aufsicht";"Gehört es zu Ihren beruflichen Aufgaben, die Arbeit anderer Arbeitnehmer zu beaufsichtigen oder ihnen zu sagen, was sie tun müssen?";"Hat es zu Ihren beruflichen Aufgaben gehört, die Arbeit anderer Arbeitnehmer zu beaufsichtigen oder ihnen zu sagen, was sie tun müssen?";"";"";"";"";""
914;"5318";1;"";"";"";"1";"Ja";"33393";"3123";NA
915;"5318";1;"";"";"";"2";"Nein";"33323";"7115";NA
916;"5327";1;"aufsicht";"Gehört es zu Ihren beruflichen Aufgaben, die Arbeit anderer Arbeitnehmer zu beaufsichtigen oder ihnen zu sagen, was sie tun müssen?";"Hat es zu Ihren beruflichen Aufgaben gehört, die Arbeit anderer Arbeitnehmer zu beaufsichtigen oder ihnen zu sagen, was sie tun müssen?";"";"";"";"";""
917;"5327";1;"";"";"";"1";"Ja";"34293";"3123";"FALSE"
918;"5327";1;"";"";"";"2";"Nein";"34202";"7126";NA
919;"5327";2;"anforderungsniveau";"Ist für Ihre Tätigkeit in der Regel eine abgeschlossene Berufsausbildung als Klempner/in erforderlich?";"War für diese Tätigkeit in der Regel eine abgeschlossene Berufsausbildung als Klempner/in erforderlich?";"";"";"";"";""
920;"5327";2;"";"";"";"1";"Ja";"34202";"7126";NA
921;"5327";2;"";"";"";"2";"Nein";"34201";"9313";NA
922;"5328";1;"aufsicht";"Gehört es zu Ihren beruflichen Aufgaben, die Arbeit anderer Arbeitnehmer zu beaufsichtigen oder ihnen zu sagen, was sie tun müssen?";"Hat es zu Ihren beruflichen Aufgaben gehört, die Arbeit anderer Arbeitnehmer zu beaufsichtigen oder ihnen zu sagen, was sie tun müssen?";"";"";"";"";""
923;"5328";1;"";"";"";"1";"Ja";"34293";"3123";NA
924;"5328";1;"";"";"";"2";"Nein";"34203";"3112";NA
925;"5329";1;"aufsicht";"Gehört es zu Ihren beruflichen Aufgaben, die Arbeit anderer Arbeitnehmer zu beaufsichtigen oder ihnen zu sagen, was sie tun müssen?";"Hat es zu Ihren beruflichen Aufgaben gehört, die Arbeit anderer Arbeitnehmer zu beaufsichtigen oder ihnen zu sagen, was sie tun müssen?";"";"";"";"";""
926;"5329";1;"";"";"";"1";"Ja";"34293";"3123";NA
927;"5329";1;"";"";"";"2";"Nein";"34213";"3112";NA
928;"5330";1;"aufsicht";"Gehört es zu Ihren beruflichen Aufgaben, die Arbeit anderer Arbeitnehmer zu beaufsichtigen oder ihnen zu sagen, was sie tun müssen?";"Hat es zu Ihren beruflichen Aufgaben gehört, die Arbeit anderer Arbeitnehmer zu beaufsichtigen oder ihnen zu sagen, was sie tun müssen?";"";"";"";"";""
929;"5330";1;"";"";"";"1";"Ja";"34293";"3123";NA
930;"5330";1;"";"";"";"2";"Nein";"34214";"2142";NA
931;"5331";1;"aufsicht";"Gehört es zu Ihren beruflichen Aufgaben, die Arbeit anderer Arbeitnehmer zu beaufsichtigen oder ihnen zu sagen, was sie tun müssen?";"Hat es zu Ihren beruflichen Aufgaben gehört, die Arbeit anderer Arbeitnehmer zu beaufsichtigen oder ihnen zu sagen, was sie tun müssen?";"";"";"";"";""
932;"5331";1;"";"";"";"1";"Ja";"34293";"3123";NA
933;"5331";1;"";"";"";"2";"Nein";"34222";"7112";NA
934;"5346";1;"anforderungsniveau";"Ist für Ihre Tätigkeit in der Regel ein abgeschlossenes Masterstudium im Bereich Anlagenbau erforderlich?";"War für diese Tätigkeit in der Regel ein abgeschlossenes Masterstudium im Bereich Anlagenbau erforderlich?";"";"";"";"";""
935;"5346";1;"";"";"";"1";"Ja";"34344";"2144";NA
936;"5346";1;"";"";"";"2";"Nein";"34343";"3115";NA
937;"5350";1;"anforderungsniveau";"Ist für Ihre Tätigkeit in der Regel eine abgeschlossene Berufsausbildung als Hochbaufacharbeiter/in erforderlich?";"War für diese Tätigkeit in der Regel eine abgeschlossene Berufsausbildung als Hochbaufacharbeiter/in erforderlich?";"";"";"";"";""
938;"5350";1;"";"";"";"1";"Ja";"32102";"7111";NA
939;"5350";1;"";"";"";"2";"Nein";"32101";"9313";NA
940;"5402";1;"anforderungsniveau";"Welche Art von Ausbildung ist für Ihre Tätigkeit in der Regel erforderlich?";"Welche Art von Ausbildung war für diese Tätigkeit in der Regel erforderlich?";"";"";"";"";""
941;"5402";1;"";"";"";"1";"eine abgeschlossene Berufsausbildung";"31173";"3112";NA
942;"5402";1;"";"";"";"2";"eine berufliche Weiterbildung";"31173";"3112";NA
943;"5402";1;"";"";"";"3";"ein abgeschlossenes Bachelorstudium";"31173";"2149";NA
944;"5402";1;"";"";"";"4";"ein abgeschlossenes Masterstudium";"31174";"2149";NA
945;"5403";1;"anforderungsniveau";"Welche Art von Ausbildung ist für Ihre Tätigkeit in der Regel erforderlich?";"Welche Art von Ausbildung war für diese Tätigkeit in der Regel erforderlich?";"";"";"";"";""
946;"5403";1;"";"";"";"1";"eine abgeschlossene Berufsausbildung";"31142";"3112";NA
947;"5403";1;"";"";"";"2";"eine vertiefende berufliche Weiterbildung mit Mindestdauer von 18 Monaten";"31143";"3112";NA
948;"5403";1;"";"";"";"3";"ein abgeschlossenes Bachelorstudium im Bereich Wasser- und Bodenmanagement oder eines vergleichbaren Fachs";"31143";"3112";NA
949;"5403";1;"";"";"";"4";"ein abgeschlossenes Masterstudium im Bereich Wasser- und Bodenmanagement oder eines vergleichbaren Fachs";"31144";"2142";NA
950;"6022";1;"sonstige";"Handelt Ihr Unternehmen mit Waren aus unterschiedlichen Branchen?";"Hat Ihr Unternehmen mit Waren aus unterschiedlichen Branchen gehandelt?";"";"";"";"";""
951;"6022";1;"";"";"";"1";"Ja";"61212";"4419";NA
952;"6022";1;"";"";"";"2";"Nein";"61282";"4419";NA
953;"6034";1;"sonstige";"Verkaufen Sie Ihre Speisen an ständig wechselnden Standorten?";"Haben Sie Ihre Speisen an ständig wechselnden Standorten verkauft?";"";"";"";"";""
954;"6034";1;"";"";"";"1";"Nein";"62301";"5246";NA
955;"6034";1;"";"";"";"2";"Ja";"62301";"5212";NA
956;"6066";1;"anforderungsniveau";"Ist für Ihre Tätigkeit in der Regel eine berufliche Weiterbildung zum/zur geprüften Fachverkäufer/in für Automobilteile und -zubehör erforderlich?";"War für diese Tätigkeit in der Regel eine berufliche Weiterbildung zum/zur geprüften Fachverkäufer/in für Automobilteile und -zubehör erforderlich?";"";"";"";"";""
957;"6066";1;"";"";"";"1";"Nein";"62272";"5223";NA
958;"6066";1;"";"";"";"2";"Ja";"62272";"5223";NA
959;"6073";1;"sonstige";"Sind Sie außerdem für den Einsatz finanzieller Ressourcen, die Erstellung von Speiseplänen und die Beschaffung sowie Lagerung von Waren bzw. Lebensmitteln zuständig?";"Waren Sie außerdem für den Einsatz finanzieller Ressourcen, die Erstellung von Speiseplänen und die Beschaffung sowie Lagerung von Waren bzw. Lebensmitteln zuständig?";"";"";"";"";""
960;"6073";1;"";"";"";"1";"Nein";"63393";"1412";NA
961;"6073";1;"";"";"";"2";"Ja";"63394";"1412";NA
962;"6102";1;"spezialisierung";"Welche Aufgaben führen Sie dabei in der Regel aus?";"Welche Aufgaben haben Sie dabei in der Regel ausgeführt?";"";"";"";"";""
963;"6102";1;"";"";"";"1";"Großveranstaltungen mit mehr als 1000 Teilnehmern managen";"63404";"3332";NA
964;"6102";1;"";"";"";"2";"Veranstaltungen mit weniger als 1000 Teilnehmern managen";"63403";"3332";NA
965;"6102";1;"";"";"";"3";"das Veranstaltungsmanagement bei einzelnen Aufgaben unterstützen";"63402";"3332";NA
966;"7001";1;"anforderungsniveau";"Ist für Ihre Tätigkeit in der Regel eine berufliche Weiterbildung erforderlich?";"War für diese Tätigkeit in der Regel eine berufliche Weiterbildung erforderlich?";"";"";"";"";""
967;"7001";1;"";"";"";"1";"Nein";"81102";"3256";NA
968;"7001";1;"";"";"";"2";"Ja";"81103";"3256";NA
969;"7002";1;"anforderungsniveau";"Ist für Ihre Tätigkeit in der Regel eine berufliche Weiterbildung erforderlich?";"War für diese Tätigkeit in der Regel eine berufliche Weiterbildung erforderlich?";"";"";"";"";""
970;"7002";1;"";"";"";"1";"Nein";"81112";"3251";NA
971;"7002";1;"";"";"";"2";"Ja";"81113";"3251";NA
972;"7003";1;"anforderungsniveau";"Ist für Ihre Tätigkeit in der Regel eine berufliche Weiterbildung erforderlich?";"War für diese Tätigkeit in der Regel eine berufliche Weiterbildung erforderlich?";"";"";"";"";""
973;"7003";1;"";"";"";"1";"Nein";"73222";"3344";NA
974;"7003";1;"";"";"";"2";"Ja";"73223";"3344";NA
975;"7005";1;"anforderungsniveau";"Ist für Ihre Tätigkeit in der Regel ein abgeschlossenes Masterstudium erforderlich?";"War für diese Tätigkeit in der Regel ein abgeschlossenes Masterstudium erforderlich?";"";"";"";"";""
976;"7005";1;"";"";"";"1";"Nein";"73223";"3343";NA
977;"7005";1;"";"";"";"2";"Ja";"73224";"2421";NA
978;"7009";1;"anforderungsniveau";"Ist für Ihre Tätigkeit in der Regel eine Weiterbildung als biomedizinische/r Fachanalytiker/in für Immunhämatologie und Transfusionsmedizin erforderlich?";"War für diese Tätigkeit in der Regel eine Weiterbildung als biomedizinische/r Fachanalytiker/in für Immunhämatologie und Transfusionsmedizin erforderlich?";"";"";"";"";""
979;"7009";1;"";"";"";"1";"Nein";"81212";"3212";NA
980;"7009";1;"";"";"";"2";"Ja";"81213";"3212";NA
981;"7013";1;"anforderungsniveau";"Ist für Ihre Tätigkeit in der Regel eine berufliche Weiterbildung erforderlich?";"War für diese Tätigkeit in der Regel eine berufliche Weiterbildung erforderlich?";"";"";"";"";""
982;"7013";1;"";"";"";"1";"Nein";"81232";"3211";NA
983;"7013";1;"";"";"";"2";"Ja";"81233";"3211";NA
984;"7015";1;"anforderungsniveau";"Ist für Ihre Tätigkeit in der Regel ein abgeschlossene Weiterbildung erforderlich?";"War für diese Tätigkeit in der Regel ein abgeschlossene Weiterbildung erforderlich?";"";"";"";"";""
985;"7015";1;"";"";"";"1";"Nein";"81242";"3240";NA
986;"7015";1;"";"";"";"2";"Ja";"81243";"3240";NA
987;"7021";1;"anforderungsniveau";"Welche Art von Ausbildung ist für Ihre Tätigkeit in der Regel erforderlich?";"Welche Art von Ausbildung war für diese Tätigkeit in der Regel erforderlich?";"";"";"";"";""
988;"7021";1;"";"";"";"1";"eine abgeschlossene Berufsausbildung";"81332";"3256";NA
989;"7021";1;"";"";"";"2";"eine berufliche Weiterbildung";"81333";"3256";NA
990;"7021";1;"";"";"";"3";"ein abgeschlossenes Bachelorstudium";"81333";"3256";NA
991;"7022";1;"sonstige";"Gehört die medizinische Versorgung von Patienten zu Ihren Aufgaben?";"Gehörte die medizinische Versorgung von Patienten zu Ihren Aufgaben?";"";"";"";"";""
992;"7022";1;"";"";"";"1";"Ja";"81341";"3258";NA
993;"7022";1;"";"";"";"2";"Nein";"81341";"8322";NA
994;"7023";1;"sonstige";"Führen Sie normale Entbindungen selbstständig durch oder unterstützen Sie hauptsächlich andere Hebammen bei der Betreuung von Mutter und Kind?";"Haben Sie normale Entbindungen selbstständig durchgeführt oder unterstützten Sie hauptsächlich andere Hebammen bei der Betreuung von Mutter und Kind?";"";"";"";"";""
995;"7023";1;"";"";"";"1";"Durchführung von Entbindungen";"81353";"2222";NA
996;"7023";1;"";"";"";"2";"Unterstützung bei der Betreuung von Mutter und Kind";"81352";"3222";NA
997;"7028";1;"spezialisierung";"Arbeiten Sie in der Arbeits-, Sport- oder Umweltmedizin?";"Haben Sie in der Arbeits-, Sport- oder Umweltmedizin gearbeitet?";"";"";"";"";""
998;"7028";1;"";"";"";"1";"Nein";"81404";"2211";NA
999;"7028";1;"";"";"";"2";"Ja";"81484";"2212";NA
1000;"7036";1;"sonstige";"Welche Tiere behandeln Sie?";"Welche Tiere haben Sie behandelt?";"";"";"";"";""
1001;"7036";1;"";"";"";"1";"Groß- und Nutztiere ";"81514";"2250";NA
1002;"7036";1;"";"";"";"2";"Haus- und Heimtiere ";"81524";"2250";NA
1003;"7036";1;"";"";"";"3";"sonstige";"81504";"2250";NA
1004;"7041";1;"spezialisierung";"Sind Sie in der klinischen Psychologie tätig?";"Waren Sie in der klinischen Psychologie tätig?";"";"";"";"";""
1005;"7041";1;"";"";"";"1";"Ja";"81624";"2634";NA
1006;"7041";1;"";"";"";"2";"Nein";"81614";"2634";NA
1007;"7043";1;"anforderungsniveau";"Welche Art von Ausbildung ist für Ihre Tätigkeit in der Regel erforderlich?";"Welche Art von Ausbildung war für diese Tätigkeit in der Regel erforderlich?";"";"";"";"";""
1008;"7043";1;"";"";"";"1";"eine abgeschlossene Berufsausbildung als Masseur/in und medizinische/r Bademeister/in";"81712";"3255";NA
1009;"7043";1;"";"";"";"2";"eine abgeschlossene Berufsausbildung oder ein Bachelorstudium im Bereich Physiotherapie";"81713";"2264";NA
1010;"7043";1;"";"";"";"3";"ein abgeschlossenes Masterstudium im Bereich Motologie";"81714";"2264";NA
1011;"7047";1;"anforderungsniveau";"Ist für Ihre Tätigkeit in der Regel ein abgeschlossenes Masterstudium im Bereich Ergotherapie erforderlich?";"War für diese Tätigkeit in der Regel ein abgeschlossenes Masterstudium im Bereich Ergotherapie erforderlich?";"";"";"";"";""
1012;"7047";1;"";"";"";"1";"Nein";"81723";"2269";NA
1013;"7047";1;"";"";"";"2";"Ja";"81724";"2269";NA
1014;"7048";1;"anforderungsniveau";"Ist für Ihre Tätigkeit in der Regel ein abgeschlossenes Masterstudium erforderlich?";"War für diese Tätigkeit in der Regel ein abgeschlossenes Masterstudium erforderlich?";"";"";"";"";""
1015;"7048";1;"";"";"";"1";"Nein";"81733";"2266";NA
1016;"7048";1;"";"";"";"2";"Ja";"81734";"2266";NA
1017;"7049";1;"anforderungsniveau";"Ist für Ihre Tätigkeit in der Regel ein abgeschlossenes Masterstudium im Bereich Kunst- oder Musiktherapie erforderlich?";"War für diese Tätigkeit in der Regel ein abgeschlossenes Masterstudium im Bereich Kunst- oder Musiktherapie erforderlich?";"";"";"";"";""
1018;"7049";1;"";"";"";"1";"Nein";"81743";"2269";NA
1019;"7049";1;"";"";"";"2";"Ja";"81744";"2269";NA
1020;"7050";1;"sonstige";"Wenden Sie überwiegend homöopathische Heilverfahren an?";"Haben Sie überwiegend homöopathische Heilverfahren angewendet?";"";"";"";"";""
1021;"7050";1;"";"";"";"1";"Nein";"81752";"2230";NA
1022;"7050";1;"";"";"";"2";"Ja";"81753";"2230";NA
1023;"7051";1;"anforderungsniveau";"Ist für Ihre Tätigkeit in der Regel eine berufliche Weiterbildung erforderlich?";"War für diese Tätigkeit in der Regel eine berufliche Weiterbildung erforderlich?";"";"";"";"";""
1024;"7051";1;"";"";"";"1";"Ja";"81763";"2265";NA
1025;"7051";1;"";"";"";"2";"Nein";"81762";"2265";NA
1026;"7053";1;"anforderungsniveau";"Welche Art von Ausbildung ist für Ihre Tätigkeit in der Regel erforderlich?";"Welche Art von Ausbildung war für diese Tätigkeit in der Regel erforderlich?";"";"";"";"";""
1027;"7053";1;"";"";"";"1";"eine abgeschlossene Berufsausbildung";"81782";"3259";NA
1028;"7053";1;"";"";"";"2";"eine berufliche Weiterbildung zum Diabetesberater/in";"81783";"3259";NA
1029;"7053";1;"";"";"";"3";"ein abgeschlossenes Bachelorstudium";"81783";"2269";NA
1030;"7053";1;"";"";"";"4";" ein abgeschlossenes Masterstudium";"81784";"2269";NA
1031;"7057";1;"anforderungsniveau";"Welche Art von Ausbildung ist für Ihre Tätigkeit in der Regel erforderlich?";"Welche Art von Ausbildung war für diese Tätigkeit in der Regel erforderlich?";"";"";"";"";""
1032;"7057";1;"";"";"";"1";"eine abgeschlossene Berufsausbildung";"81822";"3213";NA
1033;"7057";1;"";"";"";"2";"ein abgeschlossenes Hochschulstudium der Pharmazie";"81804";"2262";NA
1034;"7065";1;"sonstige";"Leiten Sie Altenpflegeschüler/innen und Hilfskräfte an?";"Haben Sie Altenpflegeschüler/innen und Hilfskräfte angeleitet?";"";"";"";"";""
1035;"7065";1;"";"";"";"1";"Ja";"82103";"3221";NA
1036;"7065";1;"";"";"";"2";"Nein";"82102";"3221";NA
1037;"7066";1;"sonstige";"Leiten Sie Altenpflegeschüler/innen und Hilfskräfte an?";"Haben Sie Altenpflegeschüler/innen und Hilfskräfte angeleitet?";"";"";"";"";""
1038;"7066";1;"";"";"";"1";"Nein";"82182";"3221";NA
1039;"7066";1;"";"";"";"2";"Ja";"82183";"3221";NA
1040;"7072";1;"anforderungsniveau";"Ist für Ihre Tätigkeit in der Regel eine berufliche Weiterbildung erforderlich?";"War für diese Tätigkeit in der Regel eine berufliche Weiterbildung erforderlich?";"";"";"";"";""
1041;"7072";1;"";"";"";"1";"Nein";"82222";"5142";NA
1042;"7072";1;"";"";"";"2";"Ja";"82223";"3423";NA
1043;"7078";1;"anforderungsniveau";"Ist für Ihre Tätigkeit in der Regel eine abgeschlossene Berufsausbildung als Friseur/in erforderlich?";"War für diese Tätigkeit in der Regel eine abgeschlossene Berufsausbildung als Friseur/in erforderlich?";"";"";"";"";""
1044;"7078";1;"";"";"";"1";"Nein";"82311";"9629";NA
1045;"7078";1;"";"";"";"2";"Ja";"82312";"5141";NA
1046;"7081";1;"anforderungsniveau";"Ist für Ihre Tätigkeit in der Regel ein abgeschlossenes Bachelorstudium im Bereich Maskenbild erforderlich?";"War für diese Tätigkeit in der Regel ein abgeschlossenes Bachelorstudium im Bereich Maskenbild erforderlich?";"";"";"";"";""
1047;"7081";1;"";"";"";"1";"Nein";"82342";"5142";NA
